"","TOC","BD_fine","depth"
"1048",0.299,1.82,58
"1049",0.19,1.85,70
"1050",0.136,1.39,100
"1051",1.19,1.38,10
"1052",1.206,1.44,20
"1053",0.556,1.48,30
"1054",0.341,1.46,50
"1055",0.15,1.45,100
"1056",0.917,1.3,100
"1057",0.366,1.59,30
"1058",0.189,1.6,50
"1059",0.197,1.6,70
"1060",0.065,1.55,100
"1061",0.215,1.46,50
"1062",0.171,1.41,100
"1063",1.515,1.29,30
"1064",0.139,1.47,70
"1065",1.024,1.55,30
"1066",1.044,1.43,10
"1067",0.741,1.19,70
"1068",0.123,1.7,50
"1069",1.098,1.3,10
"1070",0.45,1.49,50
"1071",0.348,1.48,70
"1072",0.25,1.53,80
"1073",0.293,1.56,100
"1074",0.239,1.45,100
"1075",4.411,0.97,10
"1076",3.328,1.1,10
"1077",0.671,1.47,82
"1078",0.203,1.62,70
"1079",0.093,1.49,100
"1080",0.351,1.44,50
"1081",4.127,1.09,10
"1082",0.177,1.67,100
"1083",0.392,1.62,50
"1084",0.27,1.64,70
"1085",0.166,1.64,100
"1086",0.511,1.32,100
"1087",0.36,1.47,50
"1088",0.228,1.39,70
"1089",1.021,1.51,50
"1090",0.877,1.46,100
"1091",0.239,1.55,86
"1092",2.235,1.15,10
"1093",0.446,1.58,30
"1094",0.384,1.57,40
"1095",0.19,1.57,60
"1096",0.044,1.73,100
"1097",1.085,1.13,10
"1098",0.309,1.52,50
"1099",0.315,1.46,70
"1100",0.151,1.54,100
"1101",0.267,1.51,50
"1102",0.166,1.53,70
"1103",0.142,1.44,100
"1104",0.391,1.57,50
"1105",0.31,1.5,70
"1106",1.906,1.12,50
"1107",0.435,1.17,100
"1108",0.713,1.4,60
"1109",0.065,1.44,100
"1110",0.04,1.51,100
"1111",1.549,1.29,10
"1112",0.302,1.54,70
"1113",0.254,1.56,80
"1114",0.146,1.58,100
"1115",0.717,1.48,100
"1116",0.234,1.3,70
"1117",0.146,1.4,100
"1118",0.422,1.39,50
"1119",0.221,1.33,70
"1120",0.487,1.52,70
"1121",0.324,1.53,100
"1122",1.432,1.51,30
"1123",0.515,1.46,50
"1124",0.697,1.17,100
"1125",0.189,1.56,80
"1126",1.053,1.38,10
"1127",0.145,1.62,100
"1128",0.481,1.43,70
"1129",0.311,1.42,50
"1130",0.16,1.28,70
"1131",0.192,1.34,80
"1132",0.386,1.45,50
"1133",0.533,1.5,70
"1134",0.416,1.43,80
"1135",1.078,1.53,30
"1136",0.657,1.44,50
"1137",0.435,1.52,50
"1138",0.31,1.46,100
"1139",6.588,0.87,10
"1140",0.433,1.46,50
"1141",0.276,1.54,70
"1142",0.191,1.61,100
"1143",0.521,1.43,50
"1144",0.311,1.45,70
"1145",1.567,1.3,10
"1146",5.456,0.95,10
"1147",0.635,1.25,50
"1148",0.57,1.29,70
"1149",0.564,1.32,100
"1150",0.71,1.41,60
"1151",0.607,1.42,70
"1152",0.541,1.47,100
"1153",6.148,0.93,10
"1154",0.337,1.62,70
"1155",0.102,1.6,100
"1156",0.446,1.47,100
"1157",0.346,1.41,70
"1158",0.275,1.6,100
"1159",0.51,1.49,50
"1160",0.312,1.45,70
"1161",0.349,1.6,50
"1162",0.351,1.44,70
"1163",0.371,1.38,90
"1164",0.271,1.55,100
"1165",0.281,1.51,50
"1166",0.185,1.53,60
"1167",0.147,1.44,100
"1168",1.066,1.37,30
"1169",0.792,1.4,70
"1170",0.618,1.44,100
"1171",0.151,1.62,100
"1172",0.106,1.4,50
"1173",0.537,1.61,50
"1174",0.466,1.55,50
"1175",0.411,1.5,70
"1176",0.348,1.59,100
"1177",0.282,1.57,50
"1178",0.382,1.42,70
"1179",0.227,1.56,100
"1180",4.249,0.9,10
"1181",0.863,1.29,50
"1182",0.448,1.42,100
"1183",1.661,1.41,10
"1184",0.483,1.52,100
"1185",0.17,1.48,100
"1186",0.322,1.28,70
"1187",1.154,1.58,50
"1188",0.638,1.72,70
"1189",0.28,1.65,70
"1190",0.344,1.62,50
"1191",0.258,1.51,70
"1192",0.284,1.47,100
"1193",0.54,1.4,50
"1194",0.326,1.48,70
"1195",0.458,1.45,77
"1196",0.414,1.4,100
"1197",0.259,1.52,82
"1198",0.309,1.55,92
"1199",0.238,1.49,100
"1200",0.274,1.53,70
"1201",0.285,1.41,90
"1202",0.422,1.6,50
"1203",0.055,1.66,70
"1204",0.109,1.52,100
"1205",0.052,1.45,100
"1206",1.254,1.4,50
"1207",0.922,1.43,70
"1208",0.808,1.47,100
"1209",0.291,1.48,70
"1210",0.538,1.51,50
"1211",0.411,1.56,100
"1212",0.191,1.68,70
"1213",0.139,1.51,70
"1214",0.199,1.52,100
"1215",0.136,1.54,70
"1216",0.36,1.57,50
"1217",0.224,1.48,50
"1218",0.144,1.47,70
"1219",0.117,1.66,100
"1220",5.856,0.79,10
"1221",0.519,1.52,100
"1222",0.388,1.45,50
"1223",0.17,1.36,100
"1224",0.304,1.55,50
"1225",0.188,1.59,100
"1226",4.297,1.06,10
"1227",1.237,1.28,50
"1228",0.979,1.27,70
"1229",0.689,1.4,100
"1230",0.27,1.44,50
"1231",0.149,1.48,70
"1232",0.166,1.44,100
"1233",0.186,1.49,70
"1234",0.187,1.6,100
"1235",0.57,1.47,50
"1236",0.399,1.35,70
"1237",0.182,1.53,70
"1238",0.416,1.47,50
"1239",0.228,1.54,70
"1240",0.163,1.47,80
"1241",0.263,1.52,100
"1242",0.311,1.56,70
"1243",4.319,0.96,10
"1244",0.385,1.49,50
"1245",0.571,1.45,70
"1246",0.517,1.48,50
"1247",0.259,1.46,70
"1248",0.262,1.45,100
"1249",0.587,1.46,30
"1250",0.301,1.46,50
"1251",0.173,1.49,70
"1252",0.153,1.43,90
"1253",0.098,1.43,100
"1254",0.506,1.25,50
"1255",0.09,1.55,70
"1256",0.046,1.79,100
"1257",1.87,1.2,50
"1258",2.548,1.3,100
"1259",0.448,1.57,50
"1260",0.356,1.6,100
"1261",0.166,1.56,60
"1262",0.464,1.52,50
"1263",0.252,1.52,70
"1264",0.205,1.57,100
"1265",0.278,1.33,70
"1266",0.085,1.34,100
"1267",6.577,0.91,10
"1268",0.369,1.52,50
"1269",0.233,1.54,70
"1270",0.26,1.44,90
"1271",0.112,1.69,100
"1272",0.173,1.62,100
"1273",0.293,1.56,70
"1274",0.21,1.39,100
"1275",0.5,1.44,60
"1276",3.463,0.93,20
"1277",2.163,1.19,30
"1278",1.793,1.15,50
"1279",1.338,1.14,70
"1280",0.846,1.33,50
"1281",8.205,0.87,10
"1282",0.241,1.74,50
"1283",0.257,1.71,70
"1284",0.27,1.68,100
"1285",0.476,1.42,60
"1286",0.317,1.48,70
"1287",4.16,1.1,10
"1288",0.446,1.5,70
"1289",0.151,1.68,100
"1290",0.159,1.45,100
"1291",0.216,1.57,50
"1292",0.164,1.74,70
"1293",0.159,1.49,100
"1294",0.681,1.41,100
"1295",2.931,1.19,10
"1296",0.349,1.41,100
"1297",0.149,1.44,80
"1298",1.971,1.25,58
"1299",2.565,1.19,70
"1300",3.178,1.04,80
"1301",2.441,1.1,100
"1302",0.357,1.58,50
"1303",0.247,1.69,100
"1304",0.457,1.41,100
"1305",1.066,1.16,100
"1306",0.329,1.53,50
"1307",0.183,1.5,70
"1308",0.176,1.53,100
"1309",1.632,1.36,30
"1310",0.243,1.49,70
"1311",0.161,1.5,100
"1312",7.533,0.74,10
"1313",0.596,1.31,70
"1314",1.857,1.36,10
"1315",2.122,1.29,30
"1316",0.785,1.39,50
"1317",0.946,1.34,70
"1318",1.191,1.23,100
"1319",1.621,1.37,30
"1320",1.058,1.37,50
"1321",1.063,1.47,70
"1322",1.08,1.43,100
"1323",5.039,0.21,50
"1324",5.994,0.56,70
"1325",3.518,0.35,100
"1326",0.221,1.86,70
"1327",0.141,1.82,100
"1328",0.105,1.63,70
"1329",1.533,1.48,30
"1330",5.209,1.03,30
"1331",1.385,0.85,70
"1332",1.679,0.77,100
"1333",7.198,0.73,10
"1334",2.092,1.35,30
"1335",1.148,1.28,50
"1336",0.95,1.21,70
"1337",0.704,1.29,100
"1338",0.196,1.5,70
"1339",0.146,1.58,100
"1340",5.052,1.11,10
"1341",1.063,1.32,30
"1342",0.816,1.25,50
"1343",0.508,1.36,70
"1344",0.505,1.32,100
"1345",0.112,1.71,30
"1346",0.077,1.74,50
"1347",0.096,1.59,70
"1348",5.881,1.54,50
"1349",2.212,1.49,70
"1350",0.755,1.68,84
"1351",0.363,1.71,100
"1352",0.062,1.5,100
"1353",5.169,0.77,10
"1354",2.922,1.11,18
"1355",0.122,1.61,30
"1356",0.074,1.55,70
"1357",0.057,1.51,100
"1358",0.309,1.69,70
"1359",0.12,1.72,80
"1360",0.105,1.69,100
"1361",0.58,1.42,70
"1362",0.537,1.39,100
"1363",2.368,1.44,10
"1364",2.506,1.38,40
"1365",0.695,1.67,50
"1366",0.615,1.72,70
"1367",0.249,1.71,100
"1368",0.124,1.64,70
"1369",1.355,1.21,10
"1370",1.077,1.36,30
"1371",0.837,1.3,50
"1372",0.293,1.59,70
"1373",0.046,1.52,100
"1374",4.972,1.1,10
"1375",3.722,0.96,50
"1376",2.556,0.84,70
"1377",1.135,1.37,100
"1378",0.111,1.55,70
"1379",0.083,1.68,100
"1380",1.302,0.8,100
"1381",0.334,1.62,50
"1382",0.137,1.64,70
"1383",0.114,1.66,100
"1384",0.621,1.53,50
"1385",0.21,1.55,70
"1386",5.973,1.15,10
"1387",0.603,1.52,50
"1388",0.425,1.5,100
"1389",1.439,1.44,10
"1390",0.673,1.49,70
"1391",0.635,1.51,85
"1392",0.77,1.5,100
"1393",0.39,1.53,50
"1394",1.203,0.92,10
"1395",0.996,1.48,30
"1396",0.12,1.58,50
"1397",0.081,1.49,70
"1398",0.049,1.45,100
"1399",0.289,1.71,44
"1400",1.086,1.49,50
"1401",0.9,1.54,60
"1402",1.798,1.11,70
"1403",0.659,1.51,100
"1404",0.213,1.76,70
"1405",0.156,1.73,80
"1406",3.622,0.92,50
"1407",3.149,1.29,70
"1408",4.52,1.15,90
"1409",4.351,0.29,50
"1410",6.799,0.66,100
"1411",0.382,1.68,50
"1412",0.564,1.58,100
"1413",0.082,1.8,100
"1414",0.316,1.8,50
"1415",0.124,1.77,70
"1416",0.089,1.68,88
"1417",0.194,1.67,100
"1418",0.489,1.43,70
"1419",3.781,1.41,30
"1420",0.084,1.64,50
"1421",0.645,1.39,70
"1422",0.137,1.65,100
"1423",0.103,1.67,80
"1424",0.044,1.6,100
"1425",2.318,1.29,10
"1426",0.24,1.71,50
"1427",0.089,1.67,100
"1428",2.322,1.46,10
"1429",2.214,1.44,30
"1430",0.527,1.49,50
"1431",0.162,1.68,70
"1432",0.147,1.76,100
"1433",3.091,1.13,10
"1434",3.043,1.47,30
"1435",2.698,1.47,50
"1436",0.114,1.59,70
"1437",0.814,1.67,100
"1438",0.409,1.7,90
"1439",0.258,1.76,100
"1440",0.084,1.81,50
"1441",2.266,1.36,30
"1442",0.333,1.57,50
"1443",0.196,1.59,70
"1444",1.215,1.46,50
"1445",0.204,1.62,85
"1446",1.009,1.36,100
"1447",0.42,1.48,70
"1448",0.161,1.6,100
"1449",0.172,1.51,70
"1450",0.09,1.6,100
"1451",0.301,1.43,50
"1452",0.199,1.55,70
"1453",0.232,1.59,100
"1454",0.23,1.49,70
"1455",0.151,1.53,100
"1456",0.675,1.43,50
"1457",0.415,1.37,70
"1458",0.433,1.37,100
"1459",1.229,1.29,10
"1460",0.181,1.56,92
"1461",1.027,1.44,30
"1462",0.4,1.57,50
"1463",0.15,1.63,70
"1464",0.782,1.32,70
"1465",0.202,1.51,50
"1466",0.13,1.52,80
"1467",0.129,1.56,100
"1468",0.627,1.39,50
"1469",1.476,1.21,30
"1470",0.867,1.47,50
"1471",0.747,1.4,70
"1472",0.627,1.42,100
"1473",0.542,1.46,100
"1474",0.138,1.45,100
"1475",0.108,1.45,100
"1476",0.964,1.21,65
"1477",0.687,1.3,70
"1478",0.46,1.31,100
"1479",0.318,1.29,100
"1480",0.567,1.42,50
"1481",0.379,1.47,100
"1482",4.041,0.99,10
"1483",0.413,1.31,50
"1484",0.307,1.26,70
"1485",1.734,1.5,50
"1486",0.58,1.63,70
"1487",0.787,1.65,30
"1488",0.429,1.49,70
"1489",0.032,1.47,100
"1490",0.022,1.43,100
"1491",0.214,1.71,100
"1492",1.46,1.41,70
"1493",0.136,1.44,100
"1494",0.167,1.51,100
"1495",0.325,1.68,70
"1496",0.186,1.72,100
"1497",0.1,1.55,70
"1498",0.063,1.67,50
"1499",0.457,1.49,70
"1500",0.485,1.48,50
"1501",0.556,1.57,70
"1502",1.437,1.51,30
"1503",2.767,1.27,50
"1504",1.34,1.42,50
"1505",0.282,1.62,70
"1506",0.833,1.7,50
"1507",2.267,1.38,30
"1508",0.665,1.52,50
"1509",0.049,1.64,50
"1510",0.381,1.56,70
"1511",2.111,1.38,30
"1512",0.203,1.58,50
"1513",2.039,1.19,10
"1514",0.535,1.52,30
"1515",0.714,1.38,50
"1516",0.049,1.42,80
"1517",0.302,1.34,70
"1518",0.395,1.66,58
"1519",0.039,1.68,100
"1520",0.038,1.81,100
"1521",1.476,1.43,10
"1522",1.591,1.53,10
"1523",1.287,1.35,10
"1524",1.119,1.51,50
"1525",1.164,1.48,70
"1526",1.222,1.09,10
"1527",3.009,1.28,10
"1528",1.817,1.38,50
"1529",0.196,1.54,70
"1530",2.182,1.43,30
"1531",0.127,1.56,60
"1532",1.46,1.58,30
"1533",0.078,1.64,70
"1534",1.123,1.52,30
"1535",0.022,1.65,100
"1536",0.111,1.67,70
"1537",1.784,1.46,30
"1538",0.448,1.55,38
"1539",2.254,1.34,50
"1540",1.915,1.18,10
"1541",1.011,1.45,50
"1542",0.175,1.76,70
"1543",2.659,1.2,10
"1544",0.118,1.71,50
"1545",0.299,1.54,50
"1546",1.114,1.44,30
"1547",0.34,1.5,50
"1548",1.363,1.06,100
"1549",0.613,1.53,100
"1550",1.938,1.46,17
"1551",0.246,1.7,70
"1552",0.5,1.54,50
"1553",0.143,1.59,100
"1554",2.069,1.26,50
"1555",0.118,1.78,70
"1556",0.445,1.6,50
"1557",0.135,1.51,70
"1558",0.361,1.61,50
"1559",0.061,1.71,100
"1560",0.183,1.67,50
"1561",0.697,1.27,60
"1562",0.452,1.62,50
"1563",0.471,1.45,70
"1564",1.265,1.39,30
"1565",0.056,1.6,70
"1566",0.034,1.67,70
"1567",0.03,1.67,100
"1568",0.295,1.56,70
"1569",3.496,0.95,50
"1570",0.978,1.63,41
"1571",0.195,1.5,90
"1572",0.198,1.53,100
"1573",0.04,1.74,100
"1574",3.705,1.12,10
"1575",1.244,1.34,50
"1576",0.966,1.41,70
"1577",1.357,1.38,50
"1578",0.07,1.64,100
"1579",0.211,1.49,100
"1580",0.342,1.49,100
"1581",0.403,1.64,100
"1582",0.401,1.61,40
"1583",0.073,1.69,100
"1584",0.511,1.58,70
"1585",0.143,1.63,70
"1586",0.447,1.53,50
"1587",0.413,1.45,50
"1588",0.351,1.49,70
"1589",0.28,1.5,70
"1590",4.269,1.06,10
"1591",1.978,1.32,90
"1592",1.407,1.61,30
"1593",0.351,1.51,50
"1594",1.127,1.29,30
"1595",1.089,1.39,70
"1596",0.377,1.33,70
"1597",1.232,1.28,10
"1598",0.168,1.45,70
"1599",0.138,1.52,100
"1600",0.971,1.39,70
"1601",0.088,1.42,100
"1602",0.162,1.45,70
"1603",0.499,1.44,70
"1604",0.096,1.59,100
"1605",0.294,1.62,50
"1606",0.303,1.51,50
"1607",1.28,1.09,10
"1608",1.073,1.54,30
"1609",1.988,1.44,30
"1610",3.26,1.24,10
"1611",0.215,1.48,100
"1612",0.191,1.49,100
"1613",0.44,1.54,50
"1614",0.354,1.43,50
"1615",0.273,1.36,70
"1616",0.238,1.46,70
"1617",1.578,1.08,70
"1618",0.196,1.52,85
"1619",0.356,1.57,50
"1620",0.23,1.56,100
"1621",0.275,1.61,70
"1622",0.148,1.53,100
"1623",0.267,1.52,100
"1624",0.252,1.55,100
"1625",0.233,1.59,70
"1626",0.355,1.47,80
"1627",0.376,1.54,50
"1628",0.163,1.52,100
"1629",0.216,1.8,100
"1630",0.616,1.53,70
"1631",1.904,1.23,30
"1632",0.056,1.54,100
"1633",0.876,1.4,50
"1634",0.224,1.38,80
"1635",0.397,1.53,40
"1636",0.571,1.48,70
"1637",0.462,1.02,100
"1638",0.403,1.57,50
"1639",0.333,1.41,80
"1640",0.114,1.69,100
"1641",0.446,1.26,100
"1642",6.653,0.94,10
"1643",0.916,1.59,30
"1644",3.753,1.12,10
"1645",0.139,1.52,90
"1646",1.48,1.36,30
"1647",0.173,1.58,50
"1648",0.07,1.74,90
"1649",0.195,1.52,70
"1650",0.503,1.49,50
"1651",0.931,1.34,10
"1652",0.794,1.41,30
"1653",0.288,1.46,50
"1654",0.457,1.58,50
"1655",0.936,1.38,70
"1656",0.223,1.48,70
"1657",1.545,1.38,10
"1658",0.506,1.58,50
"1659",0.377,1.47,70
"1660",0.366,1.5,50
"1661",0.201,1.28,100
"1662",0.237,1.58,100
"1663",0.391,1.6,70
"1664",0.561,1.48,50
"1665",0.325,1.55,50
"1666",1.51,1.17,100
"1667",1.196,1.43,10
"1668",0.154,1.58,70
"1669",1.395,1.36,50
"1670",0.343,1.64,70
"1671",0.959,1.45,10
"1672",1.41,1.18,30
"1673",0.543,1.49,70
"1674",0.265,1.58,85
"1675",0.327,1.34,100
"1676",0.265,1.53,70
"1677",1.434,1.33,20
"1678",0.234,1.57,70
"1679",0.593,1.56,100
"1680",4.962,0.94,30
"1681",0.641,1.45,70
"1682",1.604,1.2,40
"1683",0.218,1.55,100
"1684",0.323,1.41,100
"1685",0.298,1.49,70
"1686",0.377,1.52,100
"1687",0.171,1.47,100
"1688",0.209,1.61,100
"1689",0.233,1.48,70
"1690",1.61,1.13,70
"1691",0.377,1.55,70
"1692",0.353,1.51,70
"1693",0.257,1.53,70
"1694",1.965,1.1,10
"1695",0.431,1.36,70
"1696",1.089,1.47,30
"1697",0.493,1.48,50
"1698",0.117,1.73,100
"1699",0.137,1.59,82
"1700",0.025,1.67,78
"1701",0.368,1.54,70
"1702",0.72,1.55,38
"1703",0.034,1.76,100
"1704",3.797,1.19,30
"1705",0.278,1.72,100
"1706",2.472,1.28,10
"1707",0.084,1.85,100
"1708",0.127,1.74,50
"1709",0.288,1.74,90
"1710",0.091,1.79,70
"1711",2.83,1.34,40
"1712",0.711,1.61,70
"1713",1.054,1.62,50
"1714",0.626,1.41,70
"1715",0.121,1.62,100
"1716",0.282,1.74,100
"1717",1.684,1.53,30
"1718",0.576,1.57,70
"1719",0.589,1.61,100
"1720",2.501,1.31,30
"1721",0.278,1.46,70
"1722",0.344,1.59,100
"1723",0.12,1.64,100
"1724",0.647,1.3,50
"1725",4.884,0.69,10
"1726",1.736,1.33,30
"1727",1.528,1.11,70
"1728",2.592,1.25,10
"1729",1.267,1.57,30
"1730",2.321,1.13,50
"1731",1.76,1.31,100
"1732",0.091,1.63,100
"1733",0.231,1.53,50
"1734",0.046,1.59,100
"1735",0.102,1.65,50
"1736",0.012,1.55,100
"1737",1.426,1.36,30
"1738",0.303,1.54,70
"1739",5.765,0.99,10
"1740",4.992,0.61,50
"1741",0.159,1.68,70
"1742",0.109,1.61,81
"1743",0.142,1.66,100
"1744",4.142,1.24,10
"1745",0.13,1.67,50
"1746",0.313,1.74,100
"1747",1.558,1.5,10
"1748",0.29,1.76,65
"1749",0.06,1.68,100
"1750",0.192,1.48,70
"1751",1.849,1.35,42
"1752",0.208,1.7,70
"1753",1.009,1.58,40
"1754",1.175,1.49,50
"1755",0.095,1.63,100
"1756",0.101,1.61,100
"1757",4.278,1.32,20
"1758",2.276,1.32,10
"1759",0.547,1.68,40
"1760",3.255,1.09,70
"1761",1.249,1.42,30
"1762",2.077,1.3,10
"1763",7.334,0.62,10
"1764",3.517,1.17,10
"1765",0.257,1.65,100
"1766",2.684,1.11,10
"1767",1.579,1.38,30
"1768",0.532,1.61,30
"1769",1.193,1.39,70
"1770",4.66,1.18,30
"1771",0.594,1.66,70
"1772",2.46,1.41,10
"1773",1.647,1.55,30
"1774",1.066,1.37,50
"1775",0.284,1.56,70
"1776",0.4,1.44,60
"1777",0.054,1.72,70
"1778",2.414,1.29,10
"1779",1.544,1.52,30
"1780",0.041,1.73,100
"1781",0.881,1.5,70
"1782",0.062,1.66,50
"1783",0.06,1.66,56
"1784",3.314,1.38,30
"1785",2.011,1.19,10
"1786",1.642,1.03,30
"1787",1.534,1.26,70
"1788",1.878,1.23,100
"1789",2.386,1.07,50
"1790",0.271,1.54,50
"1791",0.146,1.42,70
"1792",0.118,1.73,50
"1793",2.157,1.33,50
"1794",1.112,1.56,100
"1795",1.86,1.4,10
"1796",2.662,0.96,10
"1797",0.15,1.71,70
"1798",2.461,1.51,30
"1799",2.621,1.36,50
"1800",1.893,1.32,10
"1801",0.054,1.7,83
"1802",0.022,1.49,100
"1803",0.723,1.67,100
"1804",2.642,1.26,10
"1805",1.393,1.54,100
"1806",0.186,1.56,100
"1807",0.415,1.49,50
"1808",2.643,1.34,50
"1809",1.49,1.44,30
"1810",0.13,1.68,70
"1811",0.263,1.74,70
"1812",2.208,1.26,10
"1813",0.196,1.5,70
"1814",0.084,1.53,100
"1815",0.922,1.48,40
"1816",0.609,1.49,50
"1817",0.31,1.54,70
"1818",1.876,1.52,30
"1819",0.179,1.68,100
"1820",4.004,0.97,10
"1821",0.299,1.53,50
"1822",0.105,1.62,100
"1823",0.165,1.59,70
"1824",0.426,1.6,50
"1825",0.33,1.59,70
"1826",7.743,0.88,10
"1827",1.891,1.25,10
"1828",0.195,1.54,70
"1829",4.894,1.01,10
"1830",1.294,1.47,30
"1831",0.468,1.56,50
"1832",0.17,1.62,100
"1833",2.105,1.19,10
"1834",1.185,1.33,50
"1835",0.403,1.57,70
"1836",0.123,1.63,100
"1837",0.138,1.7,100
"1838",0.619,1.45,100
"1839",1.011,1.54,64
"1840",0.066,1.77,50
"1841",0.638,1.45,70
"1842",1.939,1.45,30
"1843",0.879,1.47,50
"1844",3.115,1.31,10
"1845",0.26,1.66,70
"1846",0.15,1.57,79
"1847",0.288,1.42,100
"1848",0.511,1.47,86
"1849",0.338,1.61,100
"1850",1.66,1.36,50
"1851",1.913,1.21,10
"1852",3.188,0.97,10
"1853",0.952,1.28,70
"1854",0.347,1.55,50
"1855",0.099,1.62,100
"1856",0.156,1.41,100
"1857",0.453,1.53,50
"1858",0.465,1.5,70
"1859",1.28,1.35,30
"1860",0.438,1.43,70
"1861",0.548,1.49,50
"1862",0.195,1.76,100
"1863",1.122,1.16,70
"1864",0.138,1.68,70
"1865",2.204,1.25,10
"1866",1.314,1.53,30
"1867",0.576,1.45,50
"1868",0.351,1.45,70
"1869",0.292,1.39,61
"1870",0.452,1.29,50
"1871",1.445,1.22,50
"1872",0.17,1.47,70
"1873",1.621,1.24,10
"1874",1.546,1.45,20
"1875",0.178,1.57,70
"1876",0.124,1.61,100
"1877",0.954,1.38,50
"1878",0.168,1.54,100
"1879",0.277,1.44,70
"1880",0.2,1.49,100
"1881",0.329,1.52,50
"1882",0.158,1.67,70
"1883",0.36,1.44,50
"1884",1.272,1.28,10
"1885",0.958,1.35,22
"1886",1.667,1.43,30
"1887",0.626,1.36,70
"1888",0.264,1.48,100
"1889",0.325,1.67,50
"1890",0.384,1.57,35
"1891",0.138,1.43,100
"1892",0.27,1.54,50
"1893",0.244,1.51,70
"1894",0.228,1.63,85
"1895",0.152,1.47,100
"1896",0.308,1.54,100
"1897",0.364,1.48,100
"1898",0.369,1.52,100
"1899",1.136,1.53,100
"1900",0.74,1.39,50
"1901",0.179,1.55,70
"1902",0.136,1.54,100
"1903",0.193,1.65,50
"1904",0.192,1.65,70
"1905",0.331,1.56,50
"1906",1.282,1.57,20
"1907",0.442,1.5,60
"1908",3.671,1.08,10
"1909",0.432,1.44,100
"1910",1.134,1.41,50
"1911",0.149,1.68,100
"1912",1.546,1.45,18
"1913",1.387,1.44,30
"1914",0.685,1.58,100
"1915",4.032,0.98,10
"1916",0.214,1.49,50
"1917",0.325,1.45,100
"1918",0.247,1.39,100
"1919",0.341,1.52,50
"1920",0.228,1.39,100
"1921",1.202,1.28,30
"1922",2.726,1.16,10
"1923",0.54,1.46,100
"1924",7.238,0.73,10
"1925",0.267,1.52,50
"1926",0.332,1.58,50
"1927",0.255,1.6,50
"1928",0.613,1.36,100
"1929",0.467,1.25,70
"1930",0.332,1.51,100
"1931",0.63,1.46,50
"1932",0.413,1.31,50
"1933",0.249,1.5,70
"1934",1.058,1.48,50
"1935",0.199,1.71,70
"1936",0.327,1.46,70
"1937",1.406,1.39,100
"1938",0.894,1.44,50
"1939",0.163,1.55,100
"1940",0.21,1.42,100
"1941",0.376,1.52,50
"1942",0.274,1.5,70
"1943",0.628,1.48,30
"1944",1.282,1.13,70
"1945",0.34,1.6,50
"1946",0.187,1.51,100
"1947",0.518,1.44,70
"1948",0.379,1.43,70
"1949",0.424,1.55,50
"1950",6.863,0.73,10
"1951",0.167,1.35,70
"1952",2.2,1.19,10
"1953",0.997,1.44,30
"1954",0.403,1.54,50
"1955",0.463,1.55,70
"1956",0.292,1.34,60
"1957",0.281,1.54,50
"1958",0.5,1.54,50
"1959",0.241,1.66,70
"1960",1.796,1.29,70
"1961",1.443,1.1,85
"1962",0.289,1.47,85
"1963",0.488,1.4,90
"1964",0.408,1.49,50
"1965",0.224,1.58,70
"1966",0.33,1.54,70
"1967",0.35,1.47,70
"1968",0.669,1.41,50
"1969",0.152,1.4,70
"1970",0.286,1.5,70
"1971",4.348,1.02,10
"1972",0.139,1.49,50
"1973",0.295,1.25,100
"1974",2.129,1.13,20
"1975",3.47,1.14,10
"1976",0.52,1.46,100
"1977",0.285,1.53,70
"1978",0.275,1.53,70
"1979",0.317,1.51,50
"1980",0.167,1.49,100
"1981",1.115,1.38,100
"1982",0.124,1.53,70
"1983",0.35,1.49,70
"1984",0.27,1.48,100
"1985",0.519,1.66,30
"1986",0.843,1.45,50
"1987",0.404,1.52,50
"1988",0.195,1.31,70
"1989",0.1,1.33,100
"1990",1.858,1.31,50
"1991",0.282,1.76,70
"1992",5.623,0.83,10
"1993",4.287,1.13,30
"1994",0.096,1.73,100
"1995",0.817,1.67,70
"1996",0.627,1.63,50
"1997",0.515,1.6,70
"1998",0.768,1.31,10
"1999",2.565,1.37,30
"2000",0.204,1.53,50
"2001",0.048,1.62,100
"2002",0.168,1.65,70
"2003",0.071,1.51,100
"2004",6.024,1.09,30
"2005",1.477,1.13,10
"2006",0.056,1.4,100
"2007",2.809,1.37,30
"2008",0.345,1.56,100
"2009",0.748,1.46,50
"2010",4.043,1.29,10
"2011",1.244,1.42,50
"2012",0.057,1.75,90
"2013",1.317,1.36,30
"2014",0.421,1.55,50
"2015",0.276,1.57,61
"2016",1.172,1.37,10
"2017",3.326,1.18,10
"2018",0.415,1.46,70
"2019",0.139,1.49,70
"2020",0.468,1.4,100
"2021",0.318,1.76,100
"2022",0.597,1.35,100
"2023",0.921,1.48,30
"2024",0.364,1.5,80
"2025",1.448,1.45,40
"2026",0.959,1.15,50
"2027",0.255,1.58,60
"2028",2.497,1.32,10
"2029",0.648,1.51,70
"2030",1.335,1.37,70
"2031",5.097,0.9,10
"2032",0.438,1.54,70
"2033",0.367,1.6,70
"2034",0.899,1.55,100
"2035",0.014,1.61,100
"2036",3.357,0.98,10
"2037",0.104,1.73,50
"2038",1.813,1.04,10
"2039",0.065,1.67,100
"2040",2.381,1.36,30
"2041",2.058,1.5,30
"2042",0.065,1.6,100
"2043",4.728,0.87,57
"2044",1.162,1.46,70
"2045",0.134,1.71,70
