depth increment	TOC	BD_fine	BD_all	Steingehalt
60	0.459	1.38	1.38	0
100	0.26	1.46	1.46	0
70	0.708	1.34	1.34	0
100	1.395	1.19	1.19	0
82	0.686	1.14	1.14	0
50	0.832	1.48	1.48	0
70	0.565	1.39	1.39	0
50	0.282	1.53	1.53	0
65	0.272	1.51	1.51	0
70	0.241	1.41	1.41	0
100	0.15	1.61	1.61	0
10	4.309	1.01	1.01	0
100	0.513	1.45	1.45	0
100	0.621	1.49	1.49	0
70	0.281	1.48	1.48	0
100	0.233	1.51	1.51	0
70	0.285	1.54	1.54	0
100	0.197	2.09	2.09	0
50	0.278	1.54	1.54	0
100	0.162	1.53	1.53	0
70	0.209	1.43	1.43	0
100	0.154	1.44	1.44	0
70	0.261	1.61	1.61	0
70	0.203	1.53	1.53	0
10	2.94	1.03	1.04	0
50	0.698	1.35	1.35	0
70	0.546	1.45	1.45	0
50	1.727	1.44	1.44	0
70	0.875	1.35	1.35	0
40	1.066	1.55	1.55	0
50	0.956	1.43	1.43	0
70	0.555	1.36	1.36	0
10	2.075	1.2	1.21	0
30	1.836	1.59	1.59	0
70	0.745	1.47	1.47	0
50	0.257	1.55	1.55	0
70	0.179	1.54	1.54	0
100	0.206	1.51	1.51	0
10	1.373	1.07	1.07	0
70	0.225	1.55	1.55	0
10	3.176	1.12	1.12	0
30	1.498	1.42	1.42	0
50	0.862	1.49	1.49	0
70	0.586	1.59	1.59	0
90	0.374	1.55	1.55	0
70	0.318	1.45	1.45	0
70	0.26	1.5	1.5	0
100	0.185	1.59	1.59	0
50	0.404	1.48	1.48	0
60	0.33	1.54	1.54	0
70	0.252	1.55	1.55	0
50	0.184	1.6	1.6	0
30	0.486	1.66	1.66	0
100	0.127	1.59	1.59	0
10	2.332	1.33	1.34	0
70	0.207	1.54	1.54	0
100	0.224	1.55	1.55	0
100	0.193	1.6	1.6	0
42	0.502	1.5	1.5	0
50	0.456	1.49	1.49	0
70	0.346	1.49	1.49	0
89	0.267	1.55	1.55	0
100	0.193	1.56	1.56	0
100	0.071	1.76	1.76	0
30	1.272	1.52	1.52	0
50	0.523	1.52	1.52	0
70	0.325	1.46	1.46	0
85	0.281	1.49	1.49	0
100	0.253	1.48	1.48	0
58	0.67	1.58	1.58	0
70	0.468	1.35	1.35	0
100	0.341	1.43	1.43	0
42	0.39	1.61	1.61	0
60	0.124	1.65	1.65	0
100	0.055	1.66	1.66	0
78	0.361	1.48	1.48	0
100	0.259	1.56	1.56	0
70	0.21	1.51	1.51	0
100	0.207	1.57	1.57	0
70	0.238	1.51	1.51	0
100	0.196	1.55	1.55	0
10	2.588	1.18	1.18	0
30	1.502	1.41	1.41	0
70	0.581	1.55	1.55	0
30	0.332	1.76	1.76	0
80	0.409	1.44	1.44	0
10	4.742	0.89	0.89	0
50	0.35	1.54	1.54	0
100	0.657	1.45	1.45	0
70	0.498	1.48	1.48	0
100	0.397	1.55	1.55	0
10	2.245	1.13	1.14	0
50	0.249	1.45	1.45	0
70	0.174	1.44	1.44	0
10	5.07	1	1	0
30	1.593	1.3	1.3	0
50	1.025	1.32	1.32	0
70	0.87	1.4	1.4	0
10	2.025	1.24	1.25	0
70	0.596	1.27	1.27	0
100	1.376	1.02	1.02	0
50	0.275	1.58	1.58	0
70	0.144	1.59	1.59	0
70	0.98	1.31	1.31	0
100	0.925	1.39	1.39	0
70	0.352	1.17	1.17	0
100	0.233	1.15	1.15	0
50	0.36	1.5	1.5	0
70	0.354	1.46	1.46	0
10	4.812	0.75	0.75	0
70	0.167	1.64	1.64	0
70	0.306	1.45	1.45	0
100	0.227	1.4	1.4	0
20	1.129	1.5	1.5	0
50	0.303	1.52	1.52	0
70	0.201	1.47	1.47	0
100	0.174	1.42	1.42	0
80	0.318	1.37	1.37	0
50	0.309	1.56	1.56	0
70	0.164	1.51	1.51	0
10	3.594	0.95	0.95	0
50	0.746	1.45	1.45	0
70	0.69	1.43	1.43	0
100	0.67	1.42	1.42	0
50	0.373	1.56	1.56	0
30	1.615	1.18	1.18	0
10	4.237	1.05	1.06	0
30	2.709	1.21	1.21	0
50	1.159	1.4	1.4	0
70	0.69	1.38	1.39	0
50	0.975	1.41	1.41	0
70	0.777	1.4	1.4	0
100	0.31	1.6	1.6	0
10	4.254	1.03	1.04	0
10	3.266	1.13	1.13	0
50	0.382	1.51	1.51	0
50	0.783	1.3	1.3	0
50	0.527	1.35	1.35	0
60	0.491	1.21	1.21	0
70	0.499	1.23	1.23	0
100	0.34	1.34	1.34	0
70	0.185	1.57	1.57	0
85	0.157	1.54	1.54	0
100	0.139	1.55	1.55	0
10	7.005	0.63	0.64	0
30	1.464	1.15	1.15	0
50	1.157	1.08	1.08	0
70	0.674	0.95	0.95	0
30	2.794	1.03	1.03	0
70	0.166	1.49	1.49	0
100	0.133	1.59	1.59	0
70	0.49	1.35	1.35	0
70	0.253	1.47	1.47	0
100	0.278	1.52	1.52	0
100	0.351	1.57	1.57	0
30	0.872	1.51	1.51	0
60	0.27	1.43	1.43	0
10	6.314	0.59	0.59	0
50	0.592	1.39	1.39	0
70	0.408	1.47	1.47	0
100	0.338	1.35	1.35	0
70	0.361	1.55	1.55	0
70	0.189	1.5	1.5	0
100	0.117	1.52	1.52	0
100	0.257	1.67	1.67	0
50	1.529	1.34	1.34	0
70	1.179	1.33	1.33	0
21	1.479	1.28	1.28	0
30	0.308	1.57	1.57	0
50	0.246	1.51	1.51	0
70	0.181	1.55	1.55	0
90	0.123	1.53	1.53	0
100	0.678	1.48	1.48	0
50	0.375	1.51	1.51	0
70	0.278	1.47	1.47	0
100	0.224	1.57	1.57	0
50	0.377	1.4	1.4	0
70	0.332	1.35	1.35	0
30	0.971	1.5	1.5	0
50	0.354	1.67	1.67	0
58	0.299	1.82	1.82	0
70	0.19	1.85	1.85	0
100	0.136	1.39	1.39	0
10	1.19	1.38	1.38	0
20	1.206	1.44	1.44	0
30	0.556	1.48	1.48	0
50	0.341	1.46	1.46	0
100	0.15	1.45	1.45	0
100	0.917	1.3	1.3	0
30	0.366	1.59	1.59	0
50	0.189	1.6	1.6	0
70	0.197	1.6	1.6	0
100	0.065	1.55	1.55	0
50	0.215	1.46	1.46	0
100	0.171	1.41	1.41	0
30	1.515	1.29	1.29	0
70	0.139	1.47	1.47	0
30	1.024	1.55	1.55	0
10	1.044	1.43	1.43	0
70	0.741	1.19	1.19	0
50	0.123	1.7	1.7	0
10	1.098	1.3	1.3	0
50	0.45	1.49	1.49	0
70	0.348	1.48	1.48	0
80	0.25	1.53	1.53	0
100	0.293	1.56	1.56	0
100	0.239	1.45	1.45	0
10	4.411	0.97	0.97	0
10	3.328	1.1	1.11	0
82	0.671	1.47	1.47	0
70	0.203	1.62	1.62	0
100	0.093	1.49	1.49	0
50	0.351	1.44	1.44	0
10	4.127	1.09	1.09	0
100	0.177	1.67	1.67	0
50	0.392	1.62	1.62	0
70	0.27	1.64	1.64	0
100	0.166	1.64	1.64	0
100	0.511	1.32	1.32	0
50	0.36	1.47	1.47	0
70	0.228	1.39	1.39	0
50	1.021	1.51	1.51	0
100	0.877	1.46	1.46	0
86	0.239	1.55	1.55	0
10	2.235	1.15	1.18	0
30	0.446	1.58	1.58	0
40	0.384	1.57	1.57	0
60	0.19	1.57	1.57	0
100	0.044	1.73	1.73	0
10	1.085	1.13	1.13	0
50	0.309	1.52	1.52	0
70	0.315	1.46	1.46	0
100	0.151	1.54	1.54	0
50	0.267	1.51	1.51	0
70	0.166	1.53	1.53	0
100	0.142	1.44	1.44	0
50	0.391	1.57	1.57	0
70	0.31	1.5	1.5	0
50	1.906	1.12	1.12	0
100	0.435	1.17	1.17	0
60	0.713	1.4	1.4	0
100	0.065	1.44	1.44	0
100	0.04	1.51	1.51	0
10	1.549	1.29	1.3	0
70	0.302	1.54	1.54	0
80	0.254	1.56	1.56	0
100	0.146	1.58	1.58	0
100	0.717	1.48	1.48	0
70	0.234	1.3	1.3	0
100	0.146	1.4	1.4	0
50	0.422	1.39	1.39	0
70	0.221	1.33	1.33	0
70	0.487	1.52	1.52	0
100	0.324	1.53	1.53	0
30	1.432	1.51	1.51	0
50	0.515	1.46	1.46	0
100	0.697	1.17	1.17	0
80	0.189	1.56	1.56	0
10	1.053	1.38	1.39	0
100	0.145	1.62	1.62	0
70	0.481	1.43	1.43	0
50	0.311	1.42	1.42	0
70	0.16	1.28	1.28	0
80	0.192	1.34	1.34	0
50	0.386	1.45	1.45	0
70	0.533	1.5	1.5	0
80	0.416	1.43	1.43	0
30	1.078	1.53	1.53	0
50	0.657	1.44	1.44	0
50	0.435	1.52	1.52	0
100	0.31	1.46	1.46	0
10	6.588	0.87	0.87	0
50	0.433	1.46	1.46	0
70	0.276	1.54	1.54	0
100	0.191	1.61	1.61	0
50	0.521	1.43	1.43	0
70	0.311	1.45	1.45	0
10	1.567	1.3	1.3	0
10	5.456	0.95	0.95	0
50	0.635	1.25	1.25	0
70	0.57	1.29	1.29	0
100	0.564	1.32	1.32	0
60	0.71	1.41	1.41	0
70	0.607	1.42	1.42	0
100	0.541	1.47	1.47	0
10	6.148	0.93	0.93	0
70	0.337	1.62	1.62	0
100	0.102	1.6	1.6	0
100	0.446	1.47	1.47	0
70	0.346	1.41	1.41	0
100	0.275	1.6	1.6	0
50	0.51	1.49	1.49	0
70	0.312	1.45	1.45	0
50	0.349	1.6	1.6	0
70	0.351	1.44	1.44	0
90	0.371	1.38	1.38	0
100	0.271	1.55	1.55	0
50	0.281	1.51	1.51	0
60	0.185	1.53	1.53	0
100	0.147	1.44	1.44	0
30	1.066	1.37	1.37	0
70	0.792	1.4	1.4	0
100	0.618	1.44	1.44	0
100	0.151	1.62	1.62	0
50	0.106	1.4	1.4	0
50	0.537	1.61	1.61	0
50	0.466	1.55	1.55	0
70	0.411	1.5	1.5	0
100	0.348	1.59	1.59	0
50	0.282	1.57	1.57	0
70	0.382	1.42	1.42	0
100	0.227	1.56	1.56	0
10	4.249	0.9	0.9	0
50	0.863	1.29	1.29	0
100	0.448	1.42	1.42	0
10	1.661	1.41	1.41	0
100	0.483	1.52	1.52	0
100	0.17	1.48	1.48	0
70	0.322	1.28	1.28	0
50	1.154	1.58	1.58	0
70	0.638	1.72	1.72	0
70	0.28	1.65	1.65	0
50	0.344	1.62	1.62	0
70	0.258	1.51	1.51	0
100	0.284	1.47	1.47	0
50	0.54	1.4	1.4	0
70	0.326	1.48	1.48	0
77	0.458	1.45	1.45	0
100	0.414	1.4	1.4	0
82	0.259	1.52	1.52	0
92	0.309	1.55	1.55	0
100	0.238	1.49	1.49	0
70	0.274	1.53	1.53	0
90	0.285	1.41	1.41	0
50	0.422	1.6	1.6	0
70	0.055	1.66	1.66	0
100	0.109	1.52	1.52	0
100	0.052	1.45	1.45	0
50	1.254	1.4	1.4	0
70	0.922	1.43	1.43	0
100	0.808	1.47	1.47	0
70	0.291	1.48	1.48	0
50	0.538	1.51	1.51	0
100	0.411	1.56	1.56	0
70	0.191	1.68	1.68	0
70	0.139	1.51	1.51	0
100	0.199	1.52	1.52	0
70	0.136	1.54	1.54	0
50	0.36	1.57	1.57	0
50	0.224	1.48	1.48	0
70	0.144	1.47	1.47	0
100	0.117	1.66	1.66	0
10	5.856	0.79	0.79	0
100	0.519	1.52	1.52	0
50	0.388	1.45	1.45	0
100	0.17	1.36	1.36	0
50	0.304	1.55	1.55	0
100	0.188	1.59	1.59	0
10	4.297	1.06	1.07	0
50	1.237	1.28	1.28	0
70	0.979	1.27	1.27	0
100	0.689	1.4	1.4	0
50	0.27	1.44	1.44	0
70	0.149	1.48	1.48	0
100	0.166	1.44	1.44	0
70	0.186	1.49	1.49	0
100	0.187	1.6	1.6	0
50	0.57	1.47	1.47	0
70	0.399	1.35	1.35	0
70	0.182	1.53	1.53	0
50	0.416	1.47	1.47	0
70	0.228	1.54	1.54	0
80	0.163	1.47	1.47	0
100	0.263	1.52	1.52	0
70	0.311	1.56	1.56	0
10	4.319	0.96	0.97	0
50	0.385	1.49	1.49	0
70	0.571	1.45	1.45	0
50	0.517	1.48	1.48	0
70	0.259	1.46	1.46	0
100	0.262	1.45	1.45	0
30	0.587	1.46	1.46	0
50	0.301	1.46	1.46	0
70	0.173	1.49	1.49	0
90	0.153	1.43	1.43	0
100	0.098	1.43	1.43	0
50	0.506	1.25	1.25	0
70	0.09	1.55	1.55	0
100	0.046	1.79	1.79	0
50	1.87	1.2	1.2	0
100	2.548	1.3	1.3	0
50	0.448	1.57	1.57	0
100	0.356	1.6	1.6	0
60	0.166	1.56	1.56	0
50	0.464	1.52	1.52	0
70	0.252	1.52	1.52	0
100	0.205	1.57	1.57	0
70	0.278	1.33	1.33	0
100	0.085	1.34	1.34	0
10	6.577	0.91	0.91	0
50	0.369	1.52	1.52	0
70	0.233	1.54	1.54	0
90	0.26	1.44	1.44	0
100	0.112	1.69	1.69	0
100	0.173	1.62	1.62	0
70	0.293	1.56	1.56	0
100	0.21	1.39	1.39	0
60	0.5	1.44	1.44	0
20	3.463	0.93	0.93	0
30	2.163	1.19	1.19	0
50	1.793	1.15	1.15	0
70	1.338	1.14	1.14	0
50	0.846	1.33	1.33	0
10	8.205	0.87	0.87	0
50	0.241	1.74	1.74	0
70	0.257	1.71	1.71	0
100	0.27	1.68	1.68	0
60	0.476	1.42	1.42	0
70	0.317	1.48	1.48	0
10	4.16	1.1	1.1	0
70	0.446	1.5	1.5	0
100	0.151	1.68	1.68	0
100	0.159	1.45	1.45	0
50	0.216	1.57	1.57	0
70	0.164	1.74	1.74	0
100	0.159	1.49	1.49	0
100	0.681	1.41	1.41	0
10	2.931	1.19	1.19	0
100	0.349	1.41	1.41	0
80	0.149	1.44	1.44	0
58	1.971	1.25	1.25	0
70	2.565	1.19	1.19	0
80	3.178	1.04	1.04	0
100	2.441	1.1	1.1	0
50	0.357	1.58	1.58	0
100	0.247	1.69	1.69	0
100	0.457	1.41	1.41	0
100	1.066	1.16	1.16	0
50	0.329	1.53	1.53	0
70	0.183	1.5	1.5	0
100	0.176	1.53	1.53	0
30	1.632	1.36	1.36	0
70	0.243	1.49	1.49	0
100	0.161	1.5	1.5	0
10	7.533	0.74	0.75	0
70	0.596	1.31	1.31	0
10	1.857	1.36	1.36	0
30	2.122	1.29	1.3	0
50	0.785	1.39	1.39	0
70	0.946	1.34	1.34	0
100	1.191	1.23	1.23	0
30	1.621	1.37	1.37	0
50	1.058	1.37	1.37	0
70	1.063	1.47	1.47	0
100	1.08	1.43	1.43	0
50	5.039	0.21	0.21	0
70	5.994	0.56	0.64	0
100	3.518	0.35	0.45	0
70	0.221	1.86	1.86	0
100	0.141	1.82	1.82	0
70	0.105	1.63	1.63	0
30	1.533	1.48	1.48	0
30	5.209	1.03	1.03	0
70	1.385	0.85	0.85	0
100	1.679	0.77	0.77	0
10	7.198	0.73	0.74	0
30	2.092	1.35	1.35	0
50	1.148	1.28	1.28	0
70	0.95	1.21	1.21	0
100	0.704	1.29	1.29	0
70	0.196	1.5	1.5	0
100	0.146	1.58	1.58	0
10	5.052	1.11	1.12	0
30	1.063	1.32	1.32	0
50	0.816	1.25	1.25	0
70	0.508	1.36	1.36	0
100	0.505	1.32	1.32	0
30	0.112	1.71	1.71	0
50	0.077	1.74	1.74	0
70	0.096	1.59	1.59	0
50	5.881	1.54	1.54	0
70	2.212	1.49	1.49	0
84	0.755	1.68	1.68	0
100	0.363	1.71	1.71	0
100	0.062	1.5	1.5	0
10	5.169	0.77	0.79	0
18	2.922	1.11	1.11	0
30	0.122	1.61	1.61	0
70	0.074	1.55	1.55	0
100	0.057	1.51	1.51	0
70	0.309	1.69	1.69	0
80	0.12	1.72	1.72	0
100	0.105	1.69	1.69	0
70	0.58	1.42	1.42	0
100	0.537	1.39	1.39	0
10	2.368	1.44	1.45	0
40	2.506	1.38	1.39	0
50	0.695	1.67	1.67	0
70	0.615	1.72	1.72	0
100	0.249	1.71	1.71	0
70	0.124	1.64	1.64	0
10	1.355	1.21	1.21	0
30	1.077	1.36	1.36	0
50	0.837	1.3	1.3	0
70	0.293	1.59	1.59	0
100	0.046	1.52	1.52	0
10	4.972	1.1	1.1	0
50	3.722	0.96	1.01	0
70	2.556	0.84	0.9	0
100	1.135	1.37	1.37	0
70	0.111	1.55	1.55	0
100	0.083	1.68	1.68	0
100	1.302	0.8	0.8	0
50	0.334	1.62	1.62	0
70	0.137	1.64	1.64	0
100	0.114	1.66	1.66	0
50	0.621	1.53	1.53	0
70	0.21	1.55	1.55	0
10	5.973	1.15	1.16	0
50	0.603	1.52	1.52	0
100	0.425	1.5	1.5	0
10	1.439	1.44	1.44	0
70	0.673	1.49	1.49	0
85	0.635	1.51	1.51	0
100	0.77	1.5	1.5	0
50	0.39	1.53	1.53	0
10	1.203	0.92	0.94	0
30	0.996	1.48	1.48	0
50	0.12	1.58	1.58	0
70	0.081	1.49	1.49	0
100	0.049	1.45	1.45	0
44	0.289	1.71	1.71	0
50	1.086	1.49	1.49	0
60	0.9	1.54	1.54	0
70	1.798	1.11	1.11	0
100	0.659	1.51	1.52	0
70	0.213	1.76	1.76	0
80	0.156	1.73	1.73	0
50	3.622	0.92	0.97	0
70	3.149	1.29	1.3	0
90	4.52	1.15	1.15	0
50	4.351	0.29	0.42	0
100	6.799	0.66	0.67	0
50	0.382	1.68	1.68	0
100	0.564	1.58	1.58	0
100	0.082	1.8	1.8	0
50	0.316	1.8	1.8	0
70	0.124	1.77	1.77	0
88	0.089	1.68	1.68	0
100	0.194	1.67	1.67	0
70	0.489	1.43	1.43	0
30	3.781	1.41	1.41	0
50	0.084	1.64	1.64	0
70	0.645	1.39	1.39	0
100	0.137	1.65	1.66	0
80	0.103	1.67	1.67	0
100	0.044	1.6	1.6	0
10	2.318	1.29	1.3	0
50	0.24	1.71	1.71	0
100	0.089	1.67	1.67	0
10	2.322	1.46	1.47	0
30	2.214	1.44	1.44	0
50	0.527	1.49	1.49	0
70	0.162	1.68	1.68	0
100	0.147	1.76	1.76	0
10	3.091	1.13	1.14	0
30	3.043	1.47	1.47	0
50	2.698	1.47	1.47	0
70	0.114	1.59	1.59	0
100	0.814	1.67	1.67	0
90	0.409	1.7	1.7	0
100	0.258	1.76	1.76	0
50	0.084	1.81	1.81	0
30	2.266	1.36	1.36	0
50	0.333	1.57	1.57	0
70	0.196	1.59	1.59	0
50	1.215	1.46	1.46	0
85	0.204	1.62	1.62	0
100	1.009	1.36	1.36	0
70	0.42	1.48	1.48	0
100	0.161	1.6	1.6	0
70	0.172	1.51	1.51	0
100	0.09	1.6	1.6	0
50	0.301	1.43	1.43	0
70	0.199	1.55	1.55	0
100	0.232	1.59	1.59	0
70	0.23	1.49	1.49	0
100	0.151	1.53	1.53	0
50	0.675	1.43	1.43	0
70	0.415	1.37	1.37	0
100	0.433	1.37	1.37	0
10	1.229	1.29	1.29	0
92	0.181	1.56	1.56	0
30	1.027	1.44	1.44	0
50	0.4	1.57	1.57	0
70	0.15	1.63	1.63	0
70	0.782	1.32	1.32	0
50	0.202	1.51	1.51	0
80	0.13	1.52	1.52	0
100	0.129	1.56	1.56	0
50	0.627	1.39	1.39	0
30	1.476	1.21	1.21	0
50	0.867	1.47	1.47	0
70	0.747	1.4	1.4	0
100	0.627	1.42	1.42	0
100	0.542	1.46	1.46	0
100	0.138	1.45	1.45	0
100	0.108	1.45	1.45	0
65	0.964	1.21	1.21	0
70	0.687	1.3	1.3	0
100	0.46	1.31	1.31	0
100	0.318	1.29	1.29	0
50	0.567	1.42	1.42	0
100	0.379	1.47	1.47	0
10	4.041	0.99	1	0
50	0.413	1.31	1.31	0
70	0.307	1.26	1.26	0
50	1.734	1.5	1.5	0
70	0.58	1.63	1.63	0
30	0.787	1.65	1.65	0.01
70	0.429	1.49	1.49	0.01
100	0.032	1.47	1.47	0.01
100	0.022	1.43	1.43	0.01
100	0.214	1.71	1.71	0.01
70	1.46	1.41	1.41	0.01
100	0.136	1.44	1.44	0.01
100	0.167	1.51	1.51	0.01
70	0.325	1.68	1.68	0.01
100	0.186	1.72	1.72	0.01
70	0.1	1.55	1.55	0.01
50	0.063	1.67	1.67	0.01
70	0.457	1.49	1.49	0.01
50	0.485	1.48	1.48	0.01
70	0.556	1.57	1.57	0.01
30	1.437	1.51	1.51	0.01
50	2.767	1.27	1.27	0.01
50	1.34	1.42	1.42	0.01
70	0.282	1.62	1.62	0.01
50	0.833	1.7	1.7	0.01
30	2.267	1.38	1.38	0.01
50	0.665	1.52	1.52	0.01
50	0.049	1.64	1.64	0.01
70	0.381	1.56	1.56	0.01
30	2.111	1.38	1.38	0.01
50	0.203	1.58	1.58	0.01
10	2.039	1.19	1.2	0.01
30	0.535	1.52	1.52	0.01
50	0.714	1.38	1.38	0.01
80	0.049	1.42	1.42	0.01
70	0.302	1.34	1.34	0.01
58	0.395	1.66	1.66	0.01
100	0.039	1.68	1.68	0.01
100	0.038	1.81	1.81	0.01
10	1.476	1.43	1.43	0.01
10	1.591	1.53	1.53	0.01
10	1.287	1.35	1.36	0.01
50	1.119	1.51	1.51	0.01
70	1.164	1.48	1.48	0.01
10	1.222	1.09	1.1	0.01
10	3.009	1.28	1.28	0.01
50	1.817	1.38	1.38	0.01
70	0.196	1.54	1.54	0.01
30	2.182	1.43	1.43	0.01
60	0.127	1.56	1.56	0.01
30	1.46	1.58	1.58	0.01
70	0.078	1.64	1.64	0.01
30	1.123	1.52	1.52	0.01
100	0.022	1.65	1.65	0.01
70	0.111	1.67	1.67	0.01
30	1.784	1.46	1.46	0.01
38	0.448	1.55	1.55	0.01
50	2.254	1.34	1.34	0.01
10	1.915	1.18	1.18	0.01
50	1.011	1.45	1.45	0.01
70	0.175	1.76	1.76	0.01
10	2.659	1.2	1.21	0.01
50	0.118	1.71	1.71	0.01
50	0.299	1.54	1.54	0.01
30	1.114	1.44	1.44	0.01
50	0.34	1.5	1.5	0.01
100	1.363	1.06	1.06	0.01
100	0.613	1.53	1.53	0.01
17	1.938	1.46	1.46	0.01
70	0.246	1.7	1.7	0.01
50	0.5	1.54	1.54	0.01
100	0.143	1.59	1.59	0.01
50	2.069	1.26	1.26	0.01
70	0.118	1.78	1.78	0.01
50	0.445	1.6	1.6	0.01
70	0.135	1.51	1.51	0.01
50	0.361	1.61	1.61	0.01
100	0.061	1.71	1.71	0.01
50	0.183	1.67	1.67	0.01
60	0.697	1.27	1.27	0.01
50	0.452	1.62	1.62	0.01
70	0.471	1.45	1.45	0.01
30	1.265	1.39	1.39	0.01
70	0.056	1.6	1.6	0.01
70	0.034	1.67	1.67	0.01
100	0.03	1.67	1.67	0.01
70	0.295	1.56	1.56	0.01
50	3.496	0.95	0.95	0.01
41	0.978	1.63	1.63	0.01
90	0.195	1.5	1.5	0.01
100	0.198	1.53	1.53	0.01
100	0.04	1.74	1.74	0.01
10	3.705	1.12	1.12	0.01
50	1.244	1.34	1.34	0.01
70	0.966	1.41	1.41	0.01
50	1.357	1.38	1.38	0.01
100	0.07	1.64	1.64	0.01
100	0.211	1.49	1.49	0.01
100	0.342	1.49	1.49	0.01
100	0.403	1.64	1.64	0.01
40	0.401	1.61	1.61	0.01
100	0.073	1.69	1.69	0.01
70	0.511	1.58	1.58	0.01
70	0.143	1.63	1.63	0.01
50	0.447	1.53	1.53	0.01
50	0.413	1.45	1.45	0.01
70	0.351	1.49	1.49	0.01
70	0.28	1.5	1.5	0.01
10	4.269	1.06	1.06	0.01
90	1.978	1.32	1.32	0.01
30	1.407	1.61	1.61	0.01
50	0.351	1.51	1.51	0.01
30	1.127	1.29	1.3	0.01
70	1.089	1.39	1.39	0.01
70	0.377	1.33	1.33	0.01
10	1.232	1.28	1.28	0.01
70	0.168	1.45	1.45	0.01
100	0.138	1.52	1.52	0.01
70	0.971	1.39	1.39	0.01
100	0.088	1.42	1.42	0.01
70	0.162	1.45	1.45	0.01
70	0.499	1.44	1.44	0.01
100	0.096	1.59	1.59	0.01
50	0.294	1.62	1.62	0.01
50	0.303	1.51	1.51	0.01
10	1.28	1.09	1.1	0.01
30	1.073	1.54	1.54	0.01
30	1.988	1.44	1.44	0.01
10	3.26	1.24	1.26	0.01
100	0.215	1.48	1.48	0.01
100	0.191	1.49	1.49	0.01
50	0.44	1.54	1.54	0.01
50	0.354	1.43	1.43	0.01
70	0.273	1.36	1.36	0.01
70	0.238	1.46	1.46	0.01
70	1.578	1.08	1.08	0.01
85	0.196	1.52	1.52	0.01
50	0.356	1.57	1.57	0.01
100	0.23	1.56	1.56	0.01
70	0.275	1.61	1.61	0.01
100	0.148	1.53	1.53	0.01
100	0.267	1.52	1.52	0.01
100	0.252	1.55	1.55	0.01
70	0.233	1.59	1.59	0.01
80	0.355	1.47	1.47	0.01
50	0.376	1.54	1.54	0.01
100	0.163	1.52	1.52	0.01
100	0.216	1.8	1.8	0.01
70	0.616	1.53	1.53	0.01
30	1.904	1.23	1.23	0.01
100	0.056	1.54	1.54	0.01
50	0.876	1.4	1.4	0.01
80	0.224	1.38	1.38	0.01
40	0.397	1.53	1.53	0.01
70	0.571	1.48	1.48	0.01
100	0.462	1.02	1.02	0.01
50	0.403	1.57	1.57	0.01
80	0.333	1.41	1.41	0.01
100	0.114	1.69	1.69	0.01
100	0.446	1.26	1.26	0.01
10	6.653	0.94	0.95	0.01
30	0.916	1.59	1.59	0.01
10	3.753	1.12	1.12	0.01
90	0.139	1.52	1.52	0.01
30	1.48	1.36	1.36	0.01
50	0.173	1.58	1.58	0.01
90	0.07	1.74	1.74	0.01
70	0.195	1.52	1.52	0.01
50	0.503	1.49	1.49	0.01
10	0.931	1.34	1.34	0.01
30	0.794	1.41	1.41	0.01
50	0.288	1.46	1.46	0.01
50	0.457	1.58	1.58	0.01
70	0.936	1.38	1.38	0.01
70	0.223	1.48	1.48	0.01
10	1.545	1.38	1.38	0.01
50	0.506	1.58	1.58	0.01
70	0.377	1.47	1.47	0.01
50	0.366	1.5	1.5	0.01
100	0.201	1.28	1.28	0.01
100	0.237	1.58	1.58	0.01
70	0.391	1.6	1.6	0.01
50	0.561	1.48	1.48	0.01
50	0.325	1.55	1.55	0.01
100	1.51	1.17	1.17	0.01
10	1.196	1.43	1.43	0.01
70	0.154	1.58	1.58	0.01
50	1.395	1.36	1.36	0.01
70	0.343	1.64	1.64	0.01
10	0.959	1.45	1.45	0.01
30	1.41	1.18	1.18	0.01
70	0.543	1.49	1.49	0.01
85	0.265	1.58	1.58	0.01
100	0.327	1.34	1.34	0.01
70	0.265	1.53	1.53	0.01
20	1.434	1.33	1.34	0.01
70	0.234	1.57	1.57	0.01
100	0.593	1.56	1.56	0.01
30	4.962	0.94	0.94	0.01
70	0.641	1.45	1.45	0.01
40	1.604	1.2	1.2	0.01
100	0.218	1.55	1.55	0.01
100	0.323	1.41	1.41	0.01
70	0.298	1.49	1.49	0.01
100	0.377	1.52	1.52	0.01
100	0.171	1.47	1.47	0.01
100	0.209	1.61	1.61	0.01
70	0.233	1.48	1.48	0.01
70	1.61	1.13	1.13	0.01
70	0.377	1.55	1.55	0.01
70	0.353	1.51	1.51	0.01
70	0.257	1.53	1.53	0.01
10	1.965	1.1	1.1	0.01
70	0.431	1.36	1.36	0.01
30	1.089	1.47	1.47	0.01
50	0.493	1.48	1.48	0.01
100	0.117	1.73	1.73	0.01
82	0.137	1.59	1.59	0.01
78	0.025	1.67	1.67	0.01
70	0.368	1.54	1.54	0.01
38	0.72	1.55	1.55	0.01
100	0.034	1.76	1.76	0.01
30	3.797	1.19	1.19	0.01
100	0.278	1.72	1.72	0.01
10	2.472	1.28	1.28	0.01
100	0.084	1.85	1.85	0.01
50	0.127	1.74	1.74	0.01
90	0.288	1.74	1.74	0.01
70	0.091	1.79	1.79	0.01
40	2.83	1.34	1.35	0.01
70	0.711	1.61	1.61	0.01
